"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","3","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationNameContainsAllAsciiCharacters","buildConfigurationNameContainsAllAsciiCharacters",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectNameCannotBeEmptyString","projectNameCannotBeEmptyString",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectWithNoIdCanBeCreated","projectWithNoIdCanBeCreated",""
"broken","Mon Feb 19 08:51:45 GMT 2024","Mon Feb 19 08:51:48 GMT 2024","3354","Surefire suite","Surefire test","com.example.teamcity.api.AddAgentTest","com.example.teamcity.api.AddAgentTest","authorizeAgentTest","authorizeAgentTest",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","30","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationWithoutNameCannotBeCreated","buildConfigurationWithoutNameCannotBeCreated",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","3","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationPropertyNameContainsAllAscciiSymbols","buildConfigurationPropertyNameContainsAllAscciiSymbols",""
"broken","Mon Feb 19 08:52:01 GMT 2024","Mon Feb 19 08:52:01 GMT 2024","41","API Suite","API Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","buildConfigCannotBeCreatedWithoutDefaultBranch","buildConfigCannotBeCreatedWithoutDefaultBranch",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectNameContainsAllAsciiSymbols","projectNameContainsAllAsciiSymbols",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","3","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminUserShouldHaveRightsToCreateBuildConfigToHisProject","projectAdminUserShouldHaveRightsToCreateBuildConfigToHisProject",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","4","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectIdCannotBeEmptyString","projectIdCannotBeEmptyString",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","3","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectDeveloperUserCanRunBuild","projectDeveloperUserCanRunBuild",""
"broken","Mon Feb 19 08:51:59 GMT 2024","Mon Feb 19 08:52:01 GMT 2024","1276","API Suite","API Test","com.example.teamcity.ui.CreateNewProjectTest","com.example.teamcity.ui.CreateNewProjectTest","authorizedUserShouldBeAbleCreateNewProjectAndBuildConfig","authorizedUserShouldBeAbleCreateNewProjectAndBuildConfig",""
"broken","Mon Feb 19 08:52:12 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","1007","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationCannotBeCreatedForUnknownProjectId","buildConfigurationCannotBeCreatedForUnknownProjectId",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","5","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationWithId255lengthCreated","buildConfigurationWithId255lengthCreated",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectIdContainsAllLatinSymbolsAndDigits","projectIdContainsAllLatinSymbolsAndDigits",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","3","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationStepTypeContainsAllAsciiSymbols","buildConfigurationStepTypeContainsAllAsciiSymbols",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","8","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectViwerUserCannotCreateBuildConfiguration","projectViwerUserCannotCreateBuildConfiguration",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","3","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectViwerUserCanRunBuild","projectViwerUserCanRunBuild",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectIdCannotStartsWithUnderscore","projectIdCannotStartsWithUnderscore",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","systemAdminUserCanCreateProject","systemAdminUserCanCreateProject",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","10","API Suite","API Test","com.example.teamcity.api.BuildQueueTest","com.example.teamcity.api.BuildQueueTest","buildCanBeAddedIntoQueue","buildCanBeAddedIntoQueue",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","14","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","agentManagerUserCanCreateBuildConfiguration","agentManagerUserCanCreateBuildConfiguration",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","3","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationPropertyValueContainsAllAsciiSymbols","buildConfigurationPropertyValueContainsAllAsciiSymbols",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","11","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationIdContainsAllLatinSymbolsAndDigits","buildConfigurationIdContainsAllLatinSymbolsAndDigits",""
"broken","Mon Feb 19 08:52:01 GMT 2024","Mon Feb 19 08:52:01 GMT 2024","9","API Suite","API Test","com.example.teamcity.ui.RunBuildTest","com.example.teamcity.ui.RunBuildTest","authorizedUserShouldBeAbleToRunBuild","authorizedUserShouldBeAbleToRunBuild",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","3","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","agentManagerUserCanRunBuild","agentManagerUserCanRunBuild",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","8","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationNameCannotBeEmpty","buildConfigurationNameCannotBeEmpty",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","5","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectWithMaxLongId255CanBeCreated","projectWithMaxLongId255CanBeCreated",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","16","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationCannotBeCreatedWithoutProject","buildConfigurationCannotBeCreatedWithoutProject",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","13","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationIdCannotStartsWithDigits","buildConfigurationIdCannotStartsWithDigits",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","7","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationMappingTest","buildConfigurationMappingTest",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","4","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectDeveloperUserCannotCreateBuildConfiguration","projectDeveloperUserCannotCreateBuildConfiguration",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","8","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectWithNoNameCannotBeCreated","projectWithNoNameCannotBeCreated",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","3","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationStepNameContainsAllAsciiSymbols","buildConfigurationStepNameContainsAllAsciiSymbols",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectWithIdMorethan255LenghtCannotCreated","projectWithIdMorethan255LenghtCannotCreated",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","6","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationIdCannotStartsWithUnderScore","buildConfigurationIdCannotStartsWithUnderScore",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","19","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationIdCannotBeEmpty","buildConfigurationIdCannotBeEmpty",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","5","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminUserCanCreateBuildConfigToAnotherUserProjects","projectAdminUserCanCreateBuildConfigToAnotherUserProjects",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectWithSameIdCannotBeCreated","projectWithSameIdCannotBeCreated",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.BuildQueueTest","com.example.teamcity.api.BuildQueueTest","buildWithNullIdCannotBeCreated","buildWithNullIdCannotBeCreated",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","unauthorizedUserCannotCreateProject","unauthorizedUserCannotCreateProject",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","7","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectIdCannotStartsWithDigits","projectIdCannotStartsWithDigits",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","12","API Suite","API Test","com.example.teamcity.api.RolesTest","com.example.teamcity.api.RolesTest","projectAdminCanRunBuild","projectAdminCanRunBuild",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","3","API Suite","API Test","com.example.teamcity.api.BuildQueueTest","com.example.teamcity.api.BuildQueueTest","buildWithUnknownIdCannotBeAddedIntoQueue","buildWithUnknownIdCannotBeAddedIntoQueue",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","2","API Suite","API Test","com.example.teamcity.api.CreateProjectTest","com.example.teamcity.api.CreateProjectTest","projectWithSameNameCannotBeCreated","projectWithSameNameCannotBeCreated",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","7","API Suite","API Test","com.example.teamcity.api.BuildConfigurationTest","com.example.teamcity.api.BuildConfigurationTest","buildConfigurationWithId256lengthCannotBeCreated","buildConfigurationWithId256lengthCannotBeCreated",""
"broken","Mon Feb 19 08:52:13 GMT 2024","Mon Feb 19 08:52:13 GMT 2024","3","API Suite","API Test","com.example.teamcity.api.BuildQueueTest","com.example.teamcity.api.BuildQueueTest","buildEmptyStringIdCannotBeCreated","buildEmptyStringIdCannotBeCreated",""
